Provincia,Estadisticos,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Anual,year
Jaen,Mediana,1,1,1,1,1,"1,3","4,2","3,6","1,6",1,1,1,1,2021
Jaen,Media,1,1,"1,1","1,1","1,1","1,8",4,"3,5","1,9","1,2",1,1,"1,6",2021
Jaen,Cuartil_3,1,1,1,1,1,"2,5","4,7","4,5","2,2","1,2",1,1,"1,6",2021
Jaen,Maximo,1,1,"2,1","1,6","1,7","3,5",5,5,"4,9","2,1","1,1",1,5,2021
Leon,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Leon,Cuartil_1,1,1,1,1,1,1,"1,5","3,5",1,1,1,1,1,2021
Leon,Mediana,1,1,1,1,1,1,"2,7","3,8",1,1,1,1,1,2021
Leon,Media,1,1,"1,2","1,4","1,1","1,3","2,5","3,7","1,6","1,3","1,1",1,"1,5",2021
Leon,Cuartil_3,1,1,"1,2","1,8",1,"1,4","3,5","4,3","1,4","1,3","1,3",1,"1,5",2021
Leon,Maximo,1,1,"2,3","2,3",2,"3,1","4,6","4,9","4,2","2,2","1,6","1,1","4,9",2021
Lleida,Minimo,1,1,1,1,1,1,1,"1,1",1,1,1,1,1,2021
Lleida,Cuartil_1,1,1,1,1,"1,1","1,1",3,"2,2",1,"1,4",1,1,1,2021
Lleida,Mediana,1,1,"1,1","1,1","1,6","1,4","3,7","3,5","1,1","2,1",1,1,"1,2",2021
Lleida,Media,1,"1,1","1,5","1,8","1,6","1,8","3,4","3,3","1,3","1,9","1,2","1,1","1,8",2021
Lleida,Cuartil_3,1,1,"1,8","2,8","2,1","2,2","4,1","4,5","1,5","2,3","1,4","1,2","2,2",2021
Lleida,Maximo,1,"1,9",3,"3,8","2,9","4,3",5,"4,9","2,7","2,6","1,9","1,4",5,2021
La Rioja,Minimo,1,1,1,1,1,1,"1,1","1,2",1,1,1,1,1,2021
La Rioja,Cuartil_1,1,1,1,1,1,1,"2,9","3,9",1,1,1,1,1,2021
La Rioja,Mediana,1,1,1,"1,2","1,1","1,4","4,3","4,5","1,1","1,4",1,1,1,2021
La Rioja,Media,1,"1,2","1,3","1,8","1,3","1,7","3,7","4,2","1,8","1,5",1,1,"1,8",2021
La Rioja,Cuartil_3,1,1,"1,1","2,7","1,5",2,"4,6","4,8","2,4","1,9",1,"1,1","2,2",2021
La Rioja,Maximo,"1,1","3,1","3,6","3,5","3,5","3,6",5,5,"4,2","2,6","1,1","1,3",5,2021
Lugo,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Lugo,Cuartil_1,1,1,1,1,1,1,"1,1","2,1",1,1,1,1,1,2021
Lugo,Mediana,1,1,"1,1","1,3",1,1,"1,9","3,1",1,1,1,1,1,2021
Lugo,Media,1,1,"1,4","1,9","1,2","1,7","1,9","2,8","1,6","1,3","1,1",1,"1,5",2021
Lugo,Cuartil_3,1,1,"1,7","2,9","1,2","2,2","2,6","3,7","1,7","1,6","1,1",1,"1,8",2021
Lugo,Maximo,"1,4","1,6","3,3","3,4","3,3",4,"3,2","4,5",5,"2,4","1,6","1,2",5,2021
Madrid,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Madrid,Cuartil_1,1,1,1,1,1,1,"2,3","2,8",1,1,1,1,1,2021
Madrid,Mediana,1,1,1,1,1,1,"3,6","3,5",1,1,1,1,1,2021
Madrid,Media,1,1,"1,1","1,1",1,"1,5","3,2","3,3","1,1",1,1,1,"1,5",2021
Madrid,Cuartil_3,1,1,1,1,1,2,4,"4,1","1,1",1,1,1,1,2021
Madrid,Maximo,1,1,"1,6","1,7","1,9","3,4",5,5,"2,1",1,1,1,5,2021
Malaga,Minimo,1,1,1,1,1,1,"2,5","1,1",1,1,1,1,1,2021
Malaga,Cuartil_1,1,1,1,1,1,"1,1","3,3","1,5",1,1,1,1,1,2021
Malaga,Mediana,1,1,1,1,1,"1,8","3,8","2,7","1,1",1,"1,1","1,1",1,2021
Malaga,Media,1,1,1,1,"1,1","1,9","3,8","2,7","1,9","1,1","1,3","1,2","1,6",2021
Malaga,Cuartil_3,1,1,1,1,"1,1","2,4","4,3","3,8","2,9",1,"1,3","1,3","1,6",2021
Malaga,Maximo,1,1,"1,7",1,2,"4,1",5,"4,8","4,3","1,8","2,6","1,7",5,2021
Murcia,Minimo,1,1,1,1,1,1,1,"1,6",1,1,1,1,1,2021
Murcia,Cuartil_1,1,1,1,1,1,1,"2,7","2,2",1,1,1,1,1,2021
Murcia,Mediana,1,1,1,1,1,"1,2","3,1","2,8","1,3",1,1,1,1,2021
Murcia,Media,"1,2","1,1",1,1,"1,3","1,7","3,2","2,9","1,7",1,"1,1",1,"1,5",2021
Murcia,Cuartil_3,"1,1","1,1",1,1,"1,5","2,3","3,9","3,9",2,1,1,1,"1,6",2021
Murcia,Maximo,"2,3","1,7","1,1","1,1","3,1","4,5","4,8","4,6","3,7","1,3","2,1","1,1","4,8",2021
Navarra,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Navarra,Cuartil_1,1,1,1,"1,2",1,1,"2,6","2,7",1,"1,1",1,1,1,2021
Navarra,Mediana,1,1,"1,1","2,4","1,1","1,2","3,2","3,6","1,1","1,5",1,1,"1,1",2021
Navarra,Media,1,"1,2","1,4","2,3","1,3","1,5","3,2","3,5","1,5","1,7",1,"1,1","1,7",2021
Navarra,Cuartil_3,1,"1,2","1,3","3,2","1,4","1,8","3,9","4,3","1,6",2,1,"1,1","2,3",2021
Navarra,Maximo,"1,2","2,6","3,7",4,"3,8","3,9","4,8","4,9",4,"3,1","1,4","1,3","4,9",2021
Ourense,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Ourense,Cuartil_1,1,1,1,1,1,1,"1,1","2,5",1,1,1,1,1,2021
Ourense,Mediana,1,1,1,1,1,1,2,"3,4",1,1,1,1,1,2021
Ourense,Media,1,1,"1,4","1,3","1,1","1,5","2,1","3,2","1,4","1,2","1,1",1,"1,4",2021
Ourense,Cuartil_3,1,1,"1,7","1,5",1,"1,9",3,"3,9","1,2","1,2","1,1",1,"1,5",2021
Ourense,Maximo,"1,1",1,3,"2,4",2,"3,1","3,8","4,7","4,8","1,9","1,7","1,1","4,8",2021
Asturias,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Asturias,Cuartil_1,1,1,1,"1,1",1,1,1,2,1,1,1,1,1,2021
Asturias,Mediana,1,1,"1,3",2,"1,1",1,"1,2","2,8",1,"1,4",1,1,"1,1",2021
Asturias,Media,1,"1,2","1,6","2,3","1,4","1,5","1,7","2,8","1,6","1,9","1,1","1,3","1,6",2021
Asturias,Cuartil_3,1,"1,1","1,9","3,6","1,4",2,"2,2","3,8","1,8",3,"1,1","1,6",2,2021
Asturias,Maximo,"1,3","2,3","3,9",4,"3,6","3,4","3,6","4,5","4,9","3,7","1,9","2,8","4,9",2021
Palencia,Minimo,1,1,1,1,1,1,1,"1,4",1,1,1,1,1,2021
Palencia,Cuartil_1,1,1,1,1,1,1,"2,1","3,6",1,1,1,1,1,2021
Palencia,Mediana,1,1,1,1,1,1,"3,1","4,1",1,1,1,1,1,2021
Palencia,Media,1,1,"1,2","1,4","1,2","1,4",3,"3,9","1,7","1,1",1,1,"1,6",2021
Palencia,Cuartil_3,1,1,"1,2",2,"1,1","1,6",4,"4,5",2,"1,2",1,1,"1,7",2021
Palencia,Maximo,1,"1,1","2,7","2,5","2,6","3,6",5,5,5,"1,7","1,2",1,5,2021
Las Palmas,Minimo,1,1,1,1,1,1,"1,1","1,2","1,1",1,1,1,1,2021
Las Palmas,Cuartil_1,1,1,1,1,"1,3","1,4","1,8","1,6","1,3","1,4",1,1,1,2021
Las Palmas,Mediana,1,1,1,1,"2,6","2,2","2,7",2,"1,4","1,8","1,1",1,"1,3",2021
Las Palmas,Media,"1,1","1,1","1,3","1,2","2,4","2,2","2,7","2,4","1,8","1,9","1,3","1,4","1,7",2021
Las Palmas,Cuartil_3,"1,1","1,1","1,2","1,1","3,2","2,8","3,6","2,9",2,"2,3","1,3","1,6","2,2",2021
Las Palmas,Maximo,"1,7","2,2","3,8","2,2","3,9","4,1","4,3","4,8","4,3","3,1","3,6","2,8","4,8",2021
Pontevedra,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Pontevedra,Cuartil_1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Pontevedra,Mediana,1,1,"1,3",1,1,1,"1,2","2,3",1,1,1,1,1,2021
Pontevedra,Media,1,1,"1,6","1,4",1,"1,5","1,4","2,1","1,3","1,1","1,2",1,"1,3",2021
Pontevedra,Cuartil_3,1,1,2,"1,8",1,2,"1,5","2,8","1,1",1,"1,4",1,"1,3",2021
Pontevedra,Maximo,"1,4","1,2","3,3","2,9","1,5","3,6","2,9","3,8",4,"1,7","2,7","1,2",4,2021
Salamanca,Minimo,1,1,1,1,1,1,1,"1,2",1,1,1,1,1,2021
Salamanca,Cuartil_1,1,1,1,1,1,1,"2,3","2,9",1,1,1,1,1,2021
Salamanca,Mediana,1,1,1,1,1,"1,1","2,9","3,8",1,1,1,1,1,2021
Salamanca,Media,1,1,"1,1","1,1","1,1","1,7","3,1","3,6","1,6",1,1,1,"1,5",2021
Salamanca,Cuartil_3,1,1,1,1,1,"1,9","4,1","4,6","1,7",1,1,1,"1,2",2021
Salamanca,Maximo,1,1,2,2,"3,4","4,1",5,5,"4,9","1,2",1,1,5,2021
Santa Cruz de Tenerife,Minimo,1,1,1,1,1,1,"1,9","1,5","1,3","1,2",1,1,1,2021
Santa Cruz de Tenerife,Cuartil_1,1,1,1,1,1,"1,5","2,7","2,2","1,6","1,6","1,1",1,1,2021
Santa Cruz de Tenerife,Mediana,1,1,1,1,"1,2","1,7","3,2","2,8","1,9","2,4","1,3",1,"1,3",2021
Santa Cruz de Tenerife,Media,1,1,"1,1",1,"1,5","1,9","3,2",3,"2,1","2,5","1,4","1,1","1,8",2021
Santa Cruz de Tenerife,Cuartil_3,1,1,1,1,"1,6","2,4","3,7","3,9","2,7","3,3","1,6","1,2","2,2",2021
Santa Cruz de Tenerife,Maximo,1,"1,5","2,6","1,2","3,1","3,5","4,6","4,9","3,6","4,3","2,1","1,5","4,9",2021
Cantabria,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Cantabria,Cuartil_1,1,1,1,"1,1",1,1,1,"1,3",1,1,1,1,1,2021
Cantabria,Mediana,1,1,1,"2,2",1,1,"1,2",2,1,"1,4",1,"1,2",1,2021
Cantabria,Media,1,"1,5","1,5","2,3","1,2","1,6","1,6","2,3","1,7","1,8",1,"1,5","1,6",2021
Cantabria,Cuartil_3,1,"1,7","1,4","3,1","1,1","1,9","2,1","3,3","1,7","2,5",1,"1,9","1,9",2021
Cantabria,Maximo,"1,5","3,8","4,7","4,5","4,3","3,7","3,3","4,5","4,8","3,9","1,2",3,"4,8",2021
Segovia,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Segovia,Cuartil_1,1,1,1,1,1,1,"2,2",3,1,1,1,1,1,2021
Segovia,Mediana,1,1,1,1,1,1,"3,2","3,4",1,1,1,1,1,2021
Segovia,Media,1,1,"1,2","1,1",1,"1,4","3,1","3,5","1,6","1,1",1,1,"1,5",2021
Segovia,Cuartil_3,1,1,1,1,1,"1,6","4,1","4,3","1,2",1,1,1,"1,2",2021
Segovia,Maximo,1,"1,3","3,2","2,1","1,2","3,2",5,5,"4,8","1,9",1,1,5,2021
Sevilla,Minimo,1,1,1,1,1,1,"1,7",1,1,1,1,1,1,2021
Sevilla,Cuartil_1,1,1,1,1,1,1,3,"1,5",1,1,1,1,1,2021
Sevilla,Mediana,1,1,1,1,1,"1,7","3,8","2,2",1,1,1,1,1,2021
Sevilla,Media,1,1,"1,1","1,1","1,2","1,9","3,6","2,6","1,6","1,1",1,1,"1,5",2021
Sevilla,Cuartil_3,1,1,1,"1,1","1,2","2,7","4,3","3,2","1,5","1,1",1,1,"1,5",2021
Sevilla,Maximo,1,1,"3,1","1,6","2,9","3,9",5,5,"3,9","1,9","1,6",1,5,2021
Soria,Minimo,1,1,1,1,1,1,1,"1,1",1,1,1,1,1,2021
Soria,Cuartil_1,1,1,1,1,1,1,"2,4","3,2",1,1,1,1,1,2021
Soria,Mediana,1,1,1,1,1,1,"3,6","3,7",1,1,1,1,1,2021
Soria,Media,1,1,"1,2","1,4","1,1","1,2","3,2","3,5","1,3","1,2",1,1,"1,5",2021
Soria,Cuartil_3,1,1,1,"1,6",1,"1,3","4,1","4,2","1,4","1,3",1,1,"1,4",2021
Soria,Maximo,1,"1,7","2,9","2,4","2,3","2,6",5,5,"3,2","2,3","1,1",1,5,2021
Tarragona,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Tarragona,Cuartil_1,1,1,1,1,1,1,"2,1","1,6",1,1,1,1,1,2021
Tarragona,Mediana,1,1,"1,1","1,1","1,1","1,3","3,1","2,3",1,1,1,1,1,2021
Tarragona,Media,1,"1,1","1,3","1,4","1,4","1,8","2,9","2,5",1,1,"1,1",1,"1,5",2021
Tarragona,Cuartil_3,1,1,"1,3","1,3","1,7",2,"3,9","3,3",1,1,1,1,"1,4",2021
Tarragona,Maximo,"1,4","2,8","2,7","3,8","2,8","4,5","4,8","4,4","1,5","1,1",2,"1,2","4,8",2021
Teruel,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Teruel,Cuartil_1,1,1,1,1,1,1,3,"2,2",1,1,1,1,1,2021
Teruel,Mediana,1,1,1,1,1,1,"3,8","3,4","1,1","1,2",1,1,1,2021
Teruel,Media,1,1,"1,3","1,4","1,2","1,4","3,6","3,2","1,2","1,3",1,1,"1,6",2021
Teruel,Cuartil_3,1,1,"1,2","1,3","1,3","1,7","4,4","4,2","1,3","1,3",1,1,"1,5",2021
Teruel,Maximo,1,"1,6",3,"3,6","2,8",3,5,"4,9","2,2","2,3","1,3",1,5,2021
Toledo,Minimo,1,1,1,1,1,1,"1,1","1,1",1,1,1,1,1,2021
Toledo,Cuartil_1,1,1,1,1,1,1,"2,5","2,5",1,1,1,1,1,2021
Toledo,Mediana,1,1,1,1,1,"1,4","4,1","3,4",1,1,1,1,1,2021
Toledo,Media,1,1,"1,1","1,1","1,2",2,"3,5","3,3","1,3",1,1,1,"1,6",2021
Toledo,Cuartil_3,1,1,1,1,1,3,"4,5","4,1","1,4",1,1,1,"1,4",2021
Toledo,Maximo,1,1,"2,2","1,7","3,5",4,5,5,"3,1","1,2",1,1,5,2021
Valencia,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Valencia,Cuartil_1,1,1,1,1,1,1,"1,7","1,2",1,1,1,1,1,2021
Valencia,Mediana,1,1,1,1,1,1,"2,8","2,1",1,1,1,1,1,2021
Valencia,Media,"1,1","1,1",1,"1,1","1,1","1,2","2,8","2,2","1,1",1,1,1,"1,3",2021
Valencia,Cuartil_3,1,"1,1",1,1,1,"1,2","3,5","2,8","1,1",1,1,1,"1,1",2021
Valencia,Maximo,"1,9","1,5","1,1",2,"2,8","2,9","4,9","4,8","1,4","1,1",1,"1,1","4,9",2021
Valladolid,Minimo,1,1,1,1,1,1,1,"1,1",1,1,1,1,1,2021
Valladolid,Cuartil_1,1,1,1,1,1,1,"2,6","3,2",1,1,1,1,1,2021
Valladolid,Mediana,1,1,1,1,1,1,"3,4","3,7",1,1,1,1,1,2021
Valladolid,Media,1,1,"1,2","1,2","1,2","1,7","3,4","3,6","1,6",1,1,1,"1,6",2021
Valladolid,Cuartil_3,1,1,"1,1","1,2","1,1","2,1","4,1","4,6","1,6",1,1,1,"1,5",2021
Valladolid,Maximo,1,"1,1",3,"2,5","2,8","4,6",5,5,5,"1,1",1,1,5,2021
Bizkaia,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Bizkaia,Cuartil_1,1,1,1,"1,3",1,1,1,"1,1",1,1,1,1,1,2021
Bizkaia,Mediana,1,1,1,"2,9",1,1,"1,1","1,9",1,"1,1",1,1,1,2021
Bizkaia,Media,1,"1,4","1,5","2,8","1,4","1,7","1,5","2,3","1,7","1,7",1,"1,2","1,6",2021
Bizkaia,Cuartil_3,1,"1,2","1,5","3,8","1,4","2,3",2,"3,1","1,8","2,1",1,"1,1","1,8",2021
Bizkaia,Maximo,"1,7","3,9","4,8","4,9",4,"4,3","2,7","4,5","4,8","4,2","1,1","2,7","4,9",2021
Zamora,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Zamora,Cuartil_1,1,1,1,1,1,1,"2,1","3,3",1,1,1,1,1,2021
Zamora,Mediana,1,1,1,1,1,1,"3,1","3,8",1,1,1,1,1,2021
Zamora,Media,1,1,"1,1","1,1","1,2","1,6","2,9","3,7","1,6",1,1,1,"1,5",2021
Zamora,Cuartil_3,1,1,"1,2","1,1",1,"2,2","3,9","4,6","1,9",1,1,1,"1,3",2021
Zamora,Maximo,1,1,"2,1","1,9","2,3","4,2","4,9",5,"4,4","1,2","1,1",1,5,2021
Zaragoza,Minimo,1,1,1,1,1,1,"1,5","1,3",1,1,1,1,1,2021
Zaragoza,Cuartil_1,1,1,1,1,1,1,"2,8","2,6",1,1,1,1,1,2021
Zaragoza,Mediana,1,1,"1,2","1,1","1,1","1,1","3,3","3,2",1,"1,1",1,1,1,2021
Zaragoza,Media,1,1,"1,4","1,7","1,3","1,4","3,3","3,2","1,2","1,2","1,1",1,"1,6",2021
Zaragoza,Cuartil_3,1,1,"1,4","2,3","1,6","1,5","3,8","4,1","1,2","1,3",1,1,"1,8",2021
Zaragoza,Maximo,1,"1,3","3,2","4,1","2,6","3,5","4,9",5,"2,1","2,2","1,8",1,5,2021
Araba,Minimo,"1,0","1,0","1,0","1,0","1,0","1,1","1,0","1,7","1,0","1,0","1,0","1,0","1,0",2022
Araba,Cuartil_1,"1,0","1,0","1,0","1,0","1,1","1,8","3,6","3,4","2,4","1,7","1,0","1,0","1,0",2022
Araba,Mediana,"1,0","1,0","1,0","1,0","2,0","2,7","4,4","4,7","4,5","3,3","1,0","1,0","1,3",2022
Araba,Media,"1,1","1,0","1,1","1,3","2,2","2,9","4,0","4,1","3,7","3,1","1,4","1,1","2,3",2022
Araba,Cuartil_3,"1,0","1,0","1,1","1,1","3,1","4,1","4,9","4,8","4,9","4,3","1,2","1,1","3,6",2022
Araba,Maximo,"1,7","1,2","2,2","3,1","4,6","5,0","5,0","5,0","5,0","4,9","3,2","1,8","5,0",2022
Albacete,Minimo,"1,0","1,0","1,0","1,0","1,0","1,1","1,7","1,5","1,0","1,0","1,0","1,0","1,0",2022
Albacete,Cuartil_1,"1,0","1,0","1,0","1,0","1,0","2,3","3,4","3,2","1,0","1,0","1,0","1,0","1,0",2022
Albacete,Mediana,"1,0","1,0","1,0","1,0","1,1","3,2","4,1","3,9","1,6","1,3","1,2","1,0","1,0",2022
Albacete,Media,"1,1","1,2","1,0","1,0","1,8","3,3","3,9","3,7","2,2","1,4","1,4","1,0","1,9",2022
Albacete,Cuartil_3,"1,0","1,3","1,0","1,0","2,5","4,5","4,6","4,4","3,3","1,6","1,5","1,0","2,9",2022
Albacete,Maximo,"2,4","2,8","1,3","1,0","4,0","5,0","5,0","5,0","4,9","3,2","2,7","1,2","5,0",2022
Alicante,Minimo,"1,0","1,0","1,0","1,0","1,0","1,1","1,4","1,5","1,0","1,0","1,0","1,0","1,0",2022
Alicante,Cuartil_1,"1,0","1,0","1,0","1,0","1,0","2,1","2,3","2,7","1,0","1,0","1,2","1,0","1,0",2022
Alicante,Mediana,"1,0","1,1","1,0","1,0","1,0","3,1","3,7","4,1","1,4","1,0","1,6","1,0","1,1",2022
Alicante,Media,"1,3","1,5","1,0","1,0","1,5","3,0","3,4","3,7","2,1","1,1","1,8","1,1","1,9",2022
Alicante,Cuartil_3,"1,3","2,0","1,0","1,0","2,1","3,8","4,5","4,6","3,3","1,1","2,1","1,0","2,5",2022
Alicante,Maximo,"3,9","3,0","1,1","1,0","3,3","4,7","4,8","5,0","4,5","1,8","4,1","2,3","5,0",2022
Almeria,Minimo,"1,0","1,0","1,0","1,0","1,0","2,2","1,5","1,1","1,0","1,0","1,0","1,0","1,0",2022
Almeria,Cuartil_1,"1,0","1,0","1,0","1,0","1,0","2,8","2,7","3,1","1,3","1,1","1,2","1,0","1,0",2022
Almeria,Mediana,"1,1","1,3","1,0","1,0","1,0","3,4","3,2","3,8","2,0","1,7","1,4","1,0","1,3",2022
Almeria,Media,"1,1","1,3","1,0","1,0","1,4","3,5","3,4","3,7","2,1","1,8","1,6","1,1","1,9",2022
Almeria,Cuartil_3,"1,1","1,4","1,0","1,0","1,7","4,3","4,2","4,2","2,8","2,2","2,0","1,1","2,6",2022
Almeria,Maximo,"1,6","2,0","1,0","1,1","2,9","4,9","4,9","5,0","3,6","3,5","2,5","1,5","5,0",2022
Avila,Minimo,"1,0","1,0","1,0","1,0","1,0","1,0","1,8","1,1","1,0","1,0","1,0","1,0","1,0",2022
Avila,Cuartil_1,"1,0","1,0","1,0","1,0","1,0","1,2","3,4","2,2","1,0","1,0","1,0","1,0","1,0",2022
Avila,Mediana,"1,0","1,0","1,0","1,0","1,0","1,6","3,8","3,7","1,0","1,0","1,0","1,0","1,0",2022
Avila,Media,"1,0","1,1","1,0","1,0","1,1","2,1","3,8","3,4","1,5","1,0","1,0","1,0","1,6",2022
Avila,Cuartil_3,"1,0","1,0","1,0","1,0","1,1","2,9","4,7","4,4","1,9","1,0","1,0","1,0","1,4",2022
Avila,Maximo,"1,2","1,4","1,0","1,1","1,8","4,4","5,0","4,8","3,5","1,4","1,0","1,0","5,0",2022
Badajoz,Minimo,"1,0","1,0","1,0","1,0","1,0","1,0","1,4","1,2","1,0","1,0","1,0","1,0","1,0",2022
Badajoz,Cuartil_1,"1,0","1,0","1,0","1,0","1,0","1,5","3,5","2,2","1,0","1,0","1,0","1,0","1,0",2022
Badajoz,Mediana,"1,0","1,0","1,0","1,0","1,2","2,5","4,0","3,6","1,1","1,0","1,0","1,0","1,0",2022
Badajoz,Media,"1,0","1,0","1,0","1,0","1,8","2,8","4,1","3,2","1,4","1,3","1,0","1,0","1,7",2022
Badajoz,Cuartil_3,"1,0","1,0","1,0","1,0","2,2","4,0","4,9","4,0","1,6","1,4","1,0","1,0","1,9",2022
Badajoz,Maximo,"1,0","2,0","1,0","1,1","4,1","4,9","5,0","5,0","3,3","2,5","1,0","1,0","5,0",2022
Illes Balears,Minimo,"1,0","1,0","1,0","1,0","1,0","1,0","1,8","1,0","1,0","1,0","1,0","1,0","1,0",2022
Illes Balears,Cuartil_1,"1,0","1,0","1,0","1,0","1,0","1,2","3,1","1,8","1,2","1,0","1,0","1,0","1,0",2022
Illes Balears,Mediana,"1,0","1,0","1,0","1,0","1,1","1,5","3,3","3,1","1,4","1,0","1,0","1,0","1,0",2022
Illes Balears,Media,"1,0","1,1","1,0","1,0","1,3","1,9","3,3","2,9","1,5","1,0","1,2","1,0","1,5",2022
Illes Balears,Cuartil_3,"1,0","1,2","1,0","1,0","1,3","2,0","3,7","3,9","1,7","1,0","1,2","1,0","1,6",2022
Illes Balears,Maximo,"1,5","1,7","1,3","1,1","2,8","4,4","4,5","4,7","3,0","1,1","2,6","1,0","4,7",2022
Barcelona,Minimo,"1,0","1,0","1,0","1,0","1,0","1,1","1,5","1,0","1,0","1,0","1,0","1,0","1,0",2022
Barcelona,Cuartil_1,"1,2","1,4","1,0","1,0","1,2","2,9","3,5","1,8","1,2","1,1","1,1","1,0","1,1",2022
Barcelona,Mediana,"1,3","1,8","1,0","1,2","2,5","3,6","4,7","3,4","1,6","1,4","1,4","1,0","1,5",2022
Barcelona,Media,"1,5","1,8","1,1","1,5","2,7","3,5","4,1","3,3","1,7","1,5","1,8","1,1","2,1",2022
Barcelona,Cuartil_3,"1,6","2,3","1,1","1,8","3,9","4,4","4,8","4,7","2,2","1,8","2,2","1,1","2,8",2022
Barcelona,Maximo,"2,7","3,1","1,8","3,6","5,0","4,9","5,0","5,0","2,5","2,4","3,6","1,3","5,0",2022
Burgos,Minimo,"1,0","1,0","1,0","1,0","1,0","1,0","1,9","1,5","1,0","1,0","1,0","1,0","1,0",2022
Burgos,Cuartil_1,"1,0","1,0","1,0","1,0","1,0","1,8","3,7","3,4","2,1","1,9","1,0","1,0","1,0",2022
Burgos,Mediana,"1,0","1,0","1,0","1,0","1,2","2,6","4,2","4,2","3,4","2,2","1,0","1,0","1,2",2022
Burgos,Media,"1,1","1,1","1,0","1,2","1,6","2,7","4,1","3,9","3,2","2,4","1,2","1,0","2,0",2022
Burgos,Cuartil_3,"1,1","1,1","1,0","1,0","2,2","3,6","4,7","4,5","4,2","3,0","1,2","1,0","3,0",2022
Burgos,Maximo,"1,4","1,6","1,5","2,3","4,0","5,0","5,0","5,0","5,0","4,8","2,2","1,2","5,0",2022
Caceres,Minimo,"1,0","1,0","1,0","1,0","1,0","1,0","2,3","1,9","1,0","1,0","1,0","1,0","1,0",2022
Caceres,Cuartil_1,"1,0","1,0","1,0","1,0","1,0","1,1","3,5","3,0","1,0","1,0","1,0","1,0","1,0",2022
Caceres,Mediana,"1,0","1,0","1,0","1,0","1,0","2,0","3,9","3,8","1,0","1,0","1,0","1,0","1,0",2022
Caceres,Media,"1,0","1,0","1,0","1,0","1,4","2,4","4,1","3,6","1,4","1,1","1,0","1,0","1,7",2022
Caceres,Cuartil_3,"1,0","1,0","1,0","1,0","1,6","3,8","4,9","4,2","1,7","1,1","1,0","1,0","1,9",2022
Caceres,Maximo,"1,0","1,3","1,0","1,0","3,0","4,7","5,0","5,0","3,1","1,7","1,0","1,0","5,0",2022
Cadiz,Minimo,"1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,2","1,0","1,0","1,0","1,0","1,0",2022
Cadiz,Cuartil_1,"1,0","1,0","1,0","1,0","1,0","1,5","2,3","2,0","1,1","1,1","1,0","1,0","1,0",2022
Cadiz,Mediana,"1,0","1,0","1,0","1,0","1,1","2,3","3,7","2,5","1,9","1,7","1,0","1,0","1,0",2022
Cadiz,Media,"1,0","1,1","1,0","1,0","1,5","2,6","3,4","2,6","2,0","2,0","1,1","1,0","1,7",2022
Cadiz,Cuartil_3,"1,0","1,0","1,0","1,0","1,5","3,3","4,7","3,4","2,6","2,6","1,1","1,0","2,2",2022
Cadiz,Maximo,"1,3","2,2","1,0","1,0","3,7","4,9","4,9","4,6","4,1","4,3","1,7","1,0","4,9",2022
Castellon,Minimo,"1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0","1,0",2022
Castellon,Cuartil_1,"1,0","1,3","1,0","1,0","1,0","1,2","1,8","2,5","1,0","1,0","1,0","1,0","1,0",2022
Castellon,Mediana,"1,0","2,1","1,0","1,0","1,0","2,0","2,6","3,5","1,5","1,1","1,0","1,0","1,1",2022
Castellon,Media,"1,3","2,0","1,0","1,0","1,1","2,1","2,5","3,2","1,8","1,2","1,2","1,0","1,6",2022
Castellon,Cuartil_3,"1,2","2,6","1,0","1,0","1,1","3,1","3,2","4,1","2,4","1,3","1,1","1,0","2,1",2022
Castellon,Maximo,"3,5","3,4","1,2","1,2","2,4","4,2","3,9","4,7","3,7","1,6","3,3","1,1","4,7",2022
Ciudad Real,Minimo,"1,0","1,0","1,0","1,0","1,0","1,1","2,5","1,3","1,0","1,0","1,0","1,0","1,0",2022
Ciudad Real,Cuartil_1,"1,0","1,0","1,0","1,0","1,0","2,2","3,6","2,7","1,0","1,0","1,0","1,0","1,0",2022
Ciudad Real,Mediana,"1,0","1,0","1,0","1,0","1,1","3,3","4,3","3,5","1,3","1,1","1,0","1,0","1,0",2022
