Provincia,Niveles,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Anual,year
Araba,Bajo,"74,19","39,29","22,58",50,"45,16",30,"16,13","16,13","23,33","41,94",90,"70,97","43,29",2019
Araba,Moderado,"25,81",25,"25,81","43,33","35,48",20,"29,03","19,35","46,67","41,94",10,"25,81","29,04",2019
Araba,Alto,0,"35,71","48,39","6,67","16,13","26,67","29,03","35,48","26,67","12,9",0,"3,23",20,2019
Araba,Muy_Alto,0,0,"3,23",0,"3,23",10,"19,35","25,81","3,33","3,23",0,0,"5,75",2019
Araba,Extremo,0,0,0,0,0,"13,33","6,45","3,23",0,0,0,0,"1,92",2019
Albacete,Bajo,"12,9",0,"6,45",70,"45,16","3,33","3,23","9,68",60,"41,94","66,67","93,55","34,52",2019
Albacete,Moderado,"83,87","82,14","35,48","23,33","48,39","16,67","9,68","22,58","36,67","32,26","33,33","6,45","35,62",2019
Albacete,Alto,"3,23","17,86","54,84","6,67","6,45","63,33","35,48","32,26","3,33","25,81",0,0,"20,82",2019
Albacete,Muy_Alto,0,0,"3,23",0,0,10,"38,71","22,58",0,0,0,0,"6,3",2019
Albacete,Extremo,0,0,0,0,0,"6,67","12,9","12,9",0,0,0,0,"2,74",2019
Alicante,Bajo,"22,58","3,57","9,68",80,"51,61",10,"3,23","9,68",70,"48,39",30,"77,42","34,79",2019
Alicante,Moderado,"64,52",75,"32,26",20,"45,16",40,"9,68","16,13","26,67","35,48",60,"22,58","36,99",2019
Alicante,Alto,"12,9","17,86","54,84",0,0,"36,67","16,13","35,48","3,33","16,13",10,0,"16,99",2019
Alicante,Muy_Alto,0,"3,57","3,23",0,"3,23","13,33","54,84","29,03",0,0,0,0,"9,04",2019
Alicante,Extremo,0,0,0,0,0,0,"16,13","9,68",0,0,0,0,"2,19",2019
Almeria,Bajo,"32,26","14,29","12,9","73,33","29,03",0,"3,23","6,45",60,"35,48","23,33","70,97","30,14",2019
Almeria,Moderado,"67,74","85,71","61,29","23,33","54,84","3,33","3,23","19,35",40,"38,71","63,33","29,03","40,55",2019
Almeria,Alto,0,0,"25,81","3,33","16,13",60,"19,35","16,13",0,"25,81","13,33",0,"15,07",2019
Almeria,Muy_Alto,0,0,0,0,0,"36,67","54,84","48,39",0,0,0,0,"11,78",2019
Almeria,Extremo,0,0,0,0,0,0,"19,35","9,68",0,0,0,0,"2,47",2019
Avila,Bajo,"38,71",25,"12,9","76,67","9,68","6,67","3,23","3,23","26,67","54,84","96,67","83,87","36,44",2019
Avila,Moderado,"61,29","57,14","38,71",20,"51,61",30,"16,13","22,58",30,"19,35","3,33","16,13","30,41",2019
Avila,Alto,0,"17,86","48,39","3,33","38,71","36,67","45,16","32,26","33,33","25,81",0,0,"23,56",2019
Avila,Muy_Alto,0,0,0,0,0,20,"35,48","32,26","6,67",0,0,0,"7,95",2019
Avila,Extremo,0,0,0,0,0,"6,67",0,"9,68","3,33",0,0,0,"1,64",2019
Badajoz,Bajo,"61,29","57,14","19,35","66,67","6,45",0,"3,23",0,"13,33","45,16","96,67",100,"38,9",2019
Badajoz,Moderado,"38,71","42,86","51,61","33,33","51,61","23,33","22,58","9,68","26,67","25,81","3,33",0,"27,4",2019
Badajoz,Alto,0,0,"29,03",0,"29,03","56,67","41,94","19,35",20,"22,58",0,0,"18,36",2019
Badajoz,Muy_Alto,0,0,0,0,"9,68",20,"32,26","58,06","23,33","6,45",0,0,"12,6",2019
Badajoz,Extremo,0,0,0,0,"3,23",0,0,"12,9","16,67",0,0,0,"2,74",2019
Illes Balears,Bajo,"54,84","46,43","12,9","56,67","32,26","3,33","3,23","6,45","43,33","41,94",80,"70,97","37,53",2019
Illes Balears,Moderado,"41,94","53,57","70,97",40,"64,52",20,"19,35","12,9","46,67","58,06",20,"29,03","39,73",2019
Illes Balears,Alto,"3,23",0,"16,13","3,33","3,23","56,67","32,26","35,48",10,0,0,0,"13,42",2019
Illes Balears,Muy_Alto,0,0,0,0,0,"16,67","41,94","41,94",0,0,0,0,"8,49",2019
Illes Balears,Extremo,0,0,0,0,0,"3,33","3,23","3,23",0,0,0,0,"0,82",2019
Barcelona,Bajo,"22,58","14,29",0,"66,67","58,06",20,"9,68",0,"23,33","38,71","53,33","83,87","32,6",2019
Barcelona,Moderado,"54,84","39,29","19,35","13,33","29,03",20,"19,35","12,9","36,67","16,13","43,33","16,13","26,58",2019
Barcelona,Alto,"22,58","46,43","51,61",10,"12,9","26,67","12,9","16,13",40,"45,16","3,33",0,"23,84",2019
Barcelona,Muy_Alto,0,0,"29,03",10,0,"23,33","25,81","45,16",0,0,0,0,"11,23",2019
Barcelona,Extremo,0,0,0,0,0,10,"32,26","25,81",0,0,0,0,"5,75",2019
Burgos,Bajo,"32,26","32,14","9,68",60,"29,03","26,67","16,13","6,45","26,67","45,16",100,"80,65","38,63",2019
Burgos,Moderado,"64,52","35,71","32,26","33,33","38,71","26,67","32,26","25,81","26,67","25,81",0,"19,35","30,14",2019
Burgos,Alto,"3,23","32,14","48,39","6,67","32,26","13,33","32,26","32,26","33,33","19,35",0,0,"21,1",2019
Burgos,Muy_Alto,0,0,"9,68",0,0,"16,67","16,13","29,03","13,33","9,68",0,0,"7,95",2019
Burgos,Extremo,0,0,0,0,0,"16,67","3,23","6,45",0,0,0,0,"2,19",2019
Caceres,Bajo,"67,74","57,14","19,35","66,67","12,9",10,"3,23","6,45","13,33","58,06",100,100,"42,74",2019
Caceres,Moderado,"32,26","42,86","54,84","33,33","51,61",30,"22,58","16,13","43,33","22,58",0,0,"29,04",2019
Caceres,Alto,0,0,"25,81",0,"29,03","53,33","67,74","38,71",10,"19,35",0,0,"20,55",2019
Caceres,Muy_Alto,0,0,0,0,"6,45","6,67","6,45","38,71","16,67",0,0,0,"6,3",2019
Caceres,Extremo,0,0,0,0,0,0,0,0,"16,67",0,0,0,"1,37",2019
Cadiz,Bajo,"74,19","57,14","29,03","66,67","16,13",0,0,"3,23",20,"41,94",100,"87,1","41,1",2019
Cadiz,Moderado,"25,81","42,86","61,29","33,33","67,74","33,33","16,13","3,23","46,67","45,16",0,"12,9","32,33",2019
Cadiz,Alto,0,0,"9,68",0,"6,45","63,33","64,52","67,74",20,"9,68",0,0,"20,27",2019
Cadiz,Muy_Alto,0,0,0,0,"9,68","3,33","19,35","25,81","13,33","3,23",0,0,"6,3",2019
Cadiz,Extremo,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
Castellon,Bajo,"12,9",0,"9,68","66,67","41,94","13,33","9,68","16,13","43,33","41,94","16,67","58,06","27,67",2019
Castellon,Moderado,"58,06","64,29","19,35",30,"54,84",20,"22,58","6,45","43,33","19,35","63,33","38,71","36,44",2019
Castellon,Alto,"25,81","32,14","54,84","3,33","3,23","53,33","32,26","25,81","13,33","32,26","16,67","3,23","24,66",2019
Castellon,Muy_Alto,"3,23","3,57","12,9",0,0,"6,67","22,58","41,94",0,"6,45","3,33",0,"8,49",2019
Castellon,Extremo,0,0,"3,23",0,0,"6,67","12,9","9,68",0,0,0,0,"2,74",2019
Ciudad Real,Bajo,"41,94","35,71","12,9","66,67","9,68",0,0,"3,23",30,"51,61","96,67","96,77","36,99",2019
Ciudad Real,Moderado,"58,06","60,71","25,81","26,67","58,06","6,67","3,23","6,45",30,"19,35","3,33","3,23","24,93",2019
Ciudad Real,Alto,0,"3,57","58,06","6,67","22,58","56,67","25,81","12,9","26,67","29,03",0,0,"20,27",2019
Ciudad Real,Muy_Alto,0,0,"3,23",0,"9,68","26,67","61,29","45,16","6,67",0,0,0,"12,88",2019
Ciudad Real,Extremo,0,0,0,0,0,10,"9,68","32,26","6,67",0,0,0,"4,93",2019
Cordoba,Bajo,"29,03","42,86","19,35","66,67","9,68",0,0,"3,23","33,33","38,71",100,"96,77","36,44",2019
Cordoba,Moderado,"70,97","57,14","41,94","33,33","29,03","3,33","3,23","6,45","26,67","25,81",0,"3,23","24,93",2019
Cordoba,Alto,0,0,"38,71",0,"48,39","46,67","25,81","29,03","23,33","35,48",0,0,"20,82",2019
Cordoba,Muy_Alto,0,0,0,0,"12,9",50,"70,97","58,06","16,67",0,0,0,"17,53",2019
Cordoba,Extremo,0,0,0,0,0,0,0,"3,23",0,0,0,0,"0,27",2019
A Coruña,Bajo,"48,39","42,86","32,26","56,67","25,81","56,67","6,45","22,58","23,33","80,65",100,"64,52","46,58",2019
A Coruña,Moderado,"25,81","21,43","32,26","26,67","22,58","36,67","48,39","22,58",20,"19,35",0,"35,48","26,03",2019
A Coruña,Alto,"25,81","35,71","12,9","13,33","48,39",0,"41,94","48,39","13,33",0,0,0,20,2019
A Coruña,Muy_Alto,0,0,"22,58","3,33",0,0,"3,23","6,45","33,33",0,0,0,"5,75",2019
A Coruña,Extremo,0,0,0,0,"3,23","6,67",0,0,10,0,0,0,"1,64",2019
Cuenca,Bajo,"19,35",25,"9,68",80,"35,48",0,0,"9,68",50,"54,84",100,100,"40,27",2019
Cuenca,Moderado,"77,42","53,57","19,35","16,67","61,29","16,67","19,35","12,9","33,33","29,03",0,0,"28,22",2019
Cuenca,Alto,"3,23","21,43","67,74","3,33","3,23",60,"35,48","19,35","13,33","16,13",0,0,"20,27",2019
Cuenca,Muy_Alto,0,0,"3,23",0,0,10,"25,81","35,48","3,33",0,0,0,"6,58",2019
Cuenca,Extremo,0,0,0,0,0,"13,33","19,35","22,58",0,0,0,0,"4,66",2019
Girona,Bajo,"29,03","10,71",0,"66,67","45,16","16,67","6,45",0,"26,67","32,26",80,"61,29","31,23",2019
Girona,Moderado,"25,81","42,86","29,03",20,"38,71","23,33","25,81","6,45","43,33","32,26",20,"38,71","28,77",2019
Girona,Alto,"41,94","42,86","51,61","13,33","16,13","36,67","25,81","25,81","26,67","32,26",0,0,"26,03",2019
Girona,Muy_Alto,"3,23","3,57","16,13",0,0,"23,33","38,71","51,61","3,33","3,23",0,0,"12,05",2019
Girona,Extremo,0,0,"3,23",0,0,0,"3,23","16,13",0,0,0,0,"1,92",2019
Granada,Bajo,"29,03",50,"25,81",70,"12,9",0,0,"3,23","53,33","38,71",70,"77,42","35,62",2019
Granada,Moderado,"70,97",50,"61,29","26,67","67,74","3,33","6,45","6,45",40,"12,9",30,"22,58","33,15",2019
Granada,Alto,0,0,"12,9","3,33","19,35","76,67","19,35","16,13","6,67","48,39",0,0,"16,99",2019
Granada,Muy_Alto,0,0,0,0,0,20,"67,74","61,29",0,0,0,0,"12,6",2019
Granada,Extremo,0,0,0,0,0,0,"6,45","12,9",0,0,0,0,"1,64",2019
Guadalajara,Bajo,"35,48","35,71","12,9",80,"41,94","6,67","9,68","6,45",30,"54,84",100,"90,32","41,92",2019
Guadalajara,Moderado,"58,06","35,71","22,58",20,"41,94","26,67","29,03","12,9","33,33","16,13",0,"9,68","25,48",2019
Guadalajara,Alto,"6,45","28,57","64,52",0,"16,13",40,"32,26","32,26",30,"29,03",0,0,"23,29",2019
Guadalajara,Muy_Alto,0,0,0,0,0,"16,67","25,81","25,81","6,67",0,0,0,"6,3",2019
Guadalajara,Extremo,0,0,0,0,0,10,"3,23","22,58",0,0,0,0,"3,01",2019
Gipuzkoa,Bajo,"83,87","35,71","25,81","43,33","54,84","36,67","19,35","19,35",10,"48,39",90,"58,06","43,84",2019
Gipuzkoa,Moderado,"16,13","17,86","32,26","46,67","29,03","13,33","29,03","32,26",60,"29,03",10,"38,71","29,59",2019
Gipuzkoa,Alto,0,25,"29,03",10,"16,13","26,67","32,26","29,03","23,33","16,13",0,"3,23","17,53",2019
Gipuzkoa,Muy_Alto,0,"21,43","12,9",0,0,"16,67","9,68","19,35","6,67","6,45",0,0,"7,67",2019
Gipuzkoa,Extremo,0,0,0,0,0,"6,67","9,68",0,0,0,0,0,"1,37",2019
Huelva,Bajo,"58,06","57,14","25,81","63,33","12,9",0,"3,23",0,"13,33","41,94","73,33","96,77","36,99",2019
Huelva,Moderado,"41,94","42,86","51,61","36,67","32,26","13,33","22,58","6,45","33,33","29,03","26,67","3,23","28,22",2019
Huelva,Alto,0,0,"22,58",0,"32,26","53,33","38,71","9,68","26,67","19,35",0,0,"16,99",2019
Huelva,Muy_Alto,0,0,0,0,"12,9",30,"25,81","61,29","16,67","9,68",0,0,"13,15",2019
Huelva,Extremo,0,0,0,0,"9,68","3,33","9,68","22,58",10,0,0,0,"4,66",2019
Huesca,Bajo,"25,81","28,57","6,45",40,"22,58",20,"9,68","6,45","16,67","45,16","93,33",100,"34,52",2019
Huesca,Moderado,"67,74","53,57","12,9",40,"45,16",30,"19,35","12,9","33,33","16,13","6,67",0,"27,95",2019
Huesca,Alto,"6,45","17,86","70,97",20,"32,26","23,33","29,03","38,71",30,"29,03",0,0,"24,93",2019
Huesca,Muy_Alto,0,0,"9,68",0,0,"13,33","19,35","35,48",20,"9,68",0,0,"9,04",2019
Huesca,Extremo,0,0,0,0,0,"13,33","22,58","6,45",0,0,0,0,"3,56",2019
Jaen,Bajo,"32,26","46,43","16,13","73,33","19,35",0,0,0,"33,33","38,71",100,"96,77","37,81",2019
Jaen,Moderado,"67,74","53,57","41,94","26,67","51,61",0,"6,45","6,45","26,67","19,35",0,"3,23","25,21",2019
Jaen,Alto,0,0,"41,94",0,"22,58","23,33","6,45","3,23","36,67","25,81",0,0,"13,42",2019
Jaen,Muy_Alto,0,0,0,0,"6,45","66,67","61,29","32,26","3,33","16,13",0,0,"15,62",2019
Jaen,Extremo,0,0,0,0,0,10,"25,81","58,06",0,0,0,0,"7,95",2019
Leon,Bajo,"16,13","42,86","12,9","53,33","12,9","23,33","25,81","6,45","16,67","58,06",100,"83,87","37,53",2019
Leon,Moderado,"58,06","39,29","32,26","36,67","45,16","46,67","25,81","32,26",30,"16,13",0,"16,13","31,51",2019
Leon,Alto,"25,81","17,86","38,71",10,"41,94","16,67","38,71","41,94",20,"19,35",0,0,"22,74",2019
Leon,Muy_Alto,0,0,"12,9",0,0,10,"9,68","16,13","26,67","6,45",0,0,"6,85",2019
Leon,Extremo,0,0,"3,23",0,0,"3,33",0,"3,23","6,67",0,0,0,"1,37",2019
Lleida,Bajo,"19,35","17,86",0,"36,67","35,48",20,"9,68","6,45","26,67","25,81","73,33","96,77","30,68",2019
Lleida,Moderado,"51,61","42,86","16,13","36,67","35,48","13,33","19,35","6,45",30,"25,81","26,67","3,23","25,48",2019
Lleida,Alto,"29,03","39,29","61,29",20,"25,81","26,67","25,81","22,58","26,67","38,71",0,0,"26,3",2019
Lleida,Muy_Alto,0,0,"22,58","6,67","3,23","23,33","29,03","41,94","16,67","9,68",0,0,"12,88",2019
Lleida,Extremo,0,0,0,0,0,"16,67","16,13","22,58",0,0,0,0,"4,66",2019
La Rioja,Bajo,"38,71","35,71","6,45",70,"35,48","33,33","22,58","12,9","33,33","35,48",90,"77,42","40,82",2019
La Rioja,Moderado,"41,94","32,14","32,26","23,33","41,94","16,67","32,26","25,81","33,33","35,48",10,"22,58","29,04",2019
La Rioja,Alto,"19,35","28,57","45,16","6,67","16,13","26,67","32,26","35,48",30,"19,35",0,0,"21,64",2019
La Rioja,Muy_Alto,0,"3,57","16,13",0,"6,45","13,33","6,45","16,13","3,33","9,68",0,0,"6,3",2019
La Rioja,Extremo,0,0,0,0,0,10,"6,45","9,68",0,0,0,0,"2,19",2019
Lugo,Bajo,"48,39","42,86","25,81",50,"19,35","63,33","6,45","22,58","23,33","64,52",100,"83,87","45,75",2019
Lugo,Moderado,"51,61","28,57","29,03","36,67","32,26",30,"51,61","41,94","33,33","29,03",0,"16,13","31,78",2019
Lugo,Alto,0,25,"29,03","13,33","45,16",0,"38,71","25,81","16,67","3,23",0,0,"16,44",2019
Lugo,Muy_Alto,0,"3,57","16,13",0,"3,23",0,"3,23","9,68","26,67","3,23",0,0,"5,48",2019
Lugo,Extremo,0,0,0,0,0,"6,67",0,0,0,0,0,0,"0,55",2019
Madrid,Bajo,"22,58","32,14","16,13",70,"19,35",0,0,"3,23",40,"61,29","86,67",100,"37,53",2019
Madrid,Moderado,"77,42","67,86","32,26",30,"58,06",20,"9,68","12,9",30,"25,81","13,33",0,"31,23",2019
Madrid,Alto,0,0,"51,61",0,"22,58","53,33","38,71","32,26",10,"12,9",0,0,"18,63",2019
Madrid,Muy_Alto,0,0,0,0,0,"16,67","48,39","32,26","16,67",0,0,0,"9,59",2019
Madrid,Extremo,0,0,0,0,0,10,"3,23","19,35","3,33",0,0,0,"3,01",2019
Malaga,Bajo,"41,94","32,14","19,35","66,67","9,68",0,0,"6,45","36,67","19,35","63,33","77,42","30,96",2019
Malaga,Moderado,"58,06","67,86","67,74",30,"32,26","6,67","3,23",0,"33,33","32,26","36,67","22,58","32,33",2019
Malaga,Alto,0,0,"12,9","3,33","41,94",20,"9,68","29,03","16,67","19,35",0,0,"12,88",2019
Malaga,Muy_Alto,0,0,0,0,"16,13",70,"64,52","35,48","13,33","29,03",0,0,"19,18",2019
Malaga,Extremo,0,0,0,0,0,"3,33","22,58","29,03",0,0,0,0,"4,66",2019
Murcia,Bajo,"25,81","7,14","12,9",70,"51,61","6,67","3,23","12,9",70,"45,16","26,67","80,65","34,52",2019
Murcia,Moderado,"64,52","82,14","35,48","26,67","45,16","13,33","3,23","16,13",30,"41,94","46,67","19,35","35,07",2019
Murcia,Alto,"9,68","10,71","48,39","3,33",0,60,"25,81","38,71",0,"12,9","26,67",0,"19,73",2019
Murcia,Muy_Alto,0,0,"3,23",0,"3,23","16,67","45,16","12,9",0,0,0,0,"6,85",2019
Murcia,Extremo,0,0,0,0,0,"3,33","22,58","19,35",0,0,0,0,"3,84",2019
Navarra,Bajo,"45,16","46,43","19,35","63,33","48,39",30,"16,13","6,45","13,33","45,16",100,"83,87","43,01",2019
Navarra,Moderado,"45,16",25,"45,16",30,"32,26",20,"38,71","29,03",40,"38,71",0,"16,13","30,14",2019
Navarra,Alto,"9,68","28,57","32,26","6,67","16,13",20,"22,58","38,71","33,33","12,9",0,0,"18,36",2019
Navarra,Muy_Alto,0,0,"3,23",0,"3,23",20,"16,13","25,81","13,33","3,23",0,0,"7,12",2019
Navarra,Extremo,0,0,0,0,0,10,"6,45",0,0,0,0,0,"1,37",2019
Ourense,Bajo,"45,16","42,86","19,35",60,"19,35","36,67","12,9","16,13",20,"58,06",100,"80,65","42,47",2019
Ourense,Moderado,"54,84","46,43","41,94","36,67","25,81",50,"48,39","35,48",30,"32,26",0,"19,35","35,07",2019
Ourense,Alto,0,"10,71","25,81","3,33","51,61","6,67","35,48","38,71","23,33","9,68",0,0,"17,26",2019
Ourense,Muy_Alto,0,0,"12,9",0,"3,23","6,67","3,23","6,45","23,33",0,0,0,"4,66",2019
Ourense,Extremo,0,0,0,0,0,0,0,"3,23","3,33",0,0,0,"0,55",2019
Asturias,Bajo,"48,39","32,14","19,35","43,33","19,35","56,67","19,35","19,35",20,"41,94",90,"58,06","38,9",2019
Asturias,Moderado,"25,81",25,"25,81",40,"41,94","26,67","41,94","32,26",50,"32,26",10,"29,03","31,78",2019
Asturias,Alto,"25,81","28,57","29,03","16,67","25,81",10,"29,03","32,26",30,"16,13",0,"12,9","21,37",2019
Asturias,Muy_Alto,0,"14,29","22,58",0,"12,9","6,67","9,68","16,13",0,"9,68",0,0,"7,67",2019
Asturias,Extremo,0,0,"3,23",0,0,0,0,0,0,0,0,0,"0,27",2019
Palencia,Bajo,"32,26","42,86","16,13","56,67","25,81","26,67","16,13","16,13","16,67","54,84",100,"96,77","41,64",2019
Palencia,Moderado,"64,52","46,43","32,26","36,67","35,48","23,33","38,71","16,13","36,67","16,13",0,"3,23","29,04",2019
Palencia,Alto,"3,23","10,71","38,71","6,67","35,48","23,33","35,48","35,48",10,"19,35",0,0,"18,36",2019
Palencia,Muy_Alto,0,0,"12,9",0,"3,23","23,33","9,68","32,26",30,"9,68",0,0,"10,14",2019
Palencia,Extremo,0,0,0,0,0,"3,33",0,0,"6,67",0,0,0,"0,82",2019
Las Palmas,Bajo,"58,06","10,71","25,81",30,0,"13,33",0,0,"6,67","12,9","33,33","58,06","20,82",2019
Las Palmas,Moderado,"35,48","53,57","54,84","43,33","51,61","53,33","19,35","32,26",60,"48,39","26,67","32,26","42,47",2019
Las Palmas,Alto,"6,45",25,"16,13","23,33","41,94","23,33","64,52","35,48",30,"22,58","23,33","9,68","26,85",2019
Las Palmas,Muy_Alto,0,"10,71","3,23","3,33","6,45",10,"16,13","32,26","3,33","16,13","16,67",0,"9,86",2019
Las Palmas,Extremo,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
Pontevedra,Bajo,"48,39","46,43","32,26",60,"22,58",40,"19,35","22,58","36,67","80,65",100,"74,19","48,49",2019
Pontevedra,Moderado,"48,39","39,29","35,48","23,33","22,58","53,33","45,16","32,26",10,"19,35",0,"25,81","29,59",2019
Pontevedra,Alto,"3,23","14,29","16,13","16,67","48,39",0,"35,48","41,94","3,33",0,0,0,"15,07",2019
Pontevedra,Muy_Alto,0,0,"16,13",0,"6,45","6,67",0,"3,23",30,0,0,0,"5,21",2019
Pontevedra,Extremo,0,0,0,0,0,0,0,0,20,0,0,0,"1,64",2019
Salamanca,Bajo,"54,84","39,29","19,35",60,"9,68","23,33","12,9","12,9",30,"58,06",100,100,"43,29",2019
Salamanca,Moderado,"45,16","57,14","61,29",40,"58,06","36,67","35,48","22,58","26,67","25,81",0,0,"33,97",2019
Salamanca,Alto,0,"3,57","19,35",0,"32,26","36,67","48,39","61,29","16,67","12,9",0,0,"19,45",2019
Salamanca,Muy_Alto,0,0,0,0,0,"3,33","3,23","3,23","16,67","3,23",0,0,"2,47",2019
Salamanca,Extremo,0,0,0,0,0,0,0,0,10,0,0,0,"0,82",2019
Santa Cruz de Tenerife,Bajo,"32,26","17,86","25,81",30,0,0,0,0,0,0,"26,67","61,29","16,16",2019
Santa Cruz de Tenerife,Moderado,"19,35","32,14","41,94",70,"12,9",30,"3,23",0,"16,67","54,84",50,"22,58","29,32",2019
Santa Cruz de Tenerife,Alto,"41,94","28,57","32,26",0,"87,1",60,"77,42","67,74",70,"32,26","23,33","16,13","44,93",2019
